Pending,Implement Max Heap,-,https://youtu.be/xdy3XyiJeyE,
Pending,Check if an Array Represents a Min Heap,-,https://youtu.be/AxcEJLQBELU,
Pending,Convert Min Heap to Max Heap,-,https://youtu.be/VHdKsoRft8U,
,,,,
,,,,
,14.2 Medium level problems,,,
Pending,Kth largest element in an array [use priority queue],Kth Largest Element in an Array - LeetCode,,
Pending,Kth smallest element in an array [use priority queue],Kth smallest element | Practice | GeeksforGeeks,,
Pending,Merge M sorted Lists,Merge k Sorted Lists - LeetCode,,
Pending,Replace each array element by its corresponding rank,Replace elements by its rank in the array | Practice | GeeksforGeeks,,
Pending,Task Scheduler,Task Scheduler - LeetCode,,
Pending,Hands of Straights,Hand of Straights - LeetCode,,
,,,,
,,,,
,15. Graphs,,,
,15.1 Introduction to Graphs,,,
Pending,Graph and Types,Graph and Vertices | Practice | GeeksforGeeks,https://youtu.be/JIVnSenyoRU,[Watch Video]
Pending,Graph Representation,Print adjacency list | Practice | GeeksforGeeks,https://youtu.be/YS4FmJBHHDI,[Watch Video]
Pending,Connected Components,Number of Connected Components in an Undirected Graph - LeetCode,https://youtu.be/YSROdEqf3ow,[Watch Video]
Pending,BFS,BFS of graph | Practice | GeeksforGeeks,https://youtu.be/lxOw5e7ZuVg,BFS Traversal in Graph | Explained using Code
Pending,DFS,DFS of Graph | Practice | GeeksforGeeks,https://youtu.be/eqch9gKiWEQ,DFS Traversal in Graph | Explained using Code
,,,,
,15.2 Problems based on BFS & DFS,,,
Pending,Rotten Oranges,Rotting Oranges - LeetCode,https://youtu.be/sBspSzNU7Oc,Rotting Oranges | Leetcode 994 | Explained
Pending,Flood fill,Flood Fill - LeetCode,https://youtu.be/nisRNyt4ww4,Flood Fill | Leetcode 733 | DFS and BFS Approach
Pending,Cycle Detection in undirected Graph (bfs),Detect cycle in an undirected graph | Practice | GeeksforGeeks,https://youtu.be/k7Hd32SiRGo,Detect cycle in an undirected graph using BFS
Pending,Cycle Detection in undirected Graph (dfs),Detect cycle in an undirected graph | Practice | GeeksforGeeks,https://youtu.be/XUKV0_AFh44,Detect cycle in an undirected graph using DFS
Pending,0/1 Matrix (Bfs Problem),01 Matrix - LeetCode,https://youtu.be/p-omSwqOjaI,01 Matrix | Leetcode 542 | Explained using BFS
Pending,Surrounded Regions (dfs),Surrounded Regions - LeetCode,https://youtu.be/n05WmMKTcGo,Surrounded Regions | Leetcode 130 | Explained using DFS
Pending,Number of Enclaves [flood fill implementation - multisource],Number of Enclaves - LeetCode,https://youtu.be/ScDd1Z2zToI,Number of Enclaves | Leetcode 1020 | Explained using BFS
Pending,Word ladder - 1,Word Ladder - LeetCode,https://youtu.be/hxZQY5U__NM,Word Ladder | Leetcode 127 | Explained using BFS
Pending,Word ladder - 2,Word Ladder II - LeetCode,https://youtu.be/JkPYpeLl4_Q,Word Ladder II | Leetcode 126 | Shortest Transformation Sequences with BFS
Pending,Number of Islands,Number of Islands - LeetCode,https://youtu.be/_vh_eWEiEl8,Number of Islands | Leetcode 200 | Explained using BFS and DFS
Pending,Number of Distinct Islands [dfs multisource],Number of Distinct Islands | Practice | GeeksforGeeks,https://youtu.be/-mMmf3BAfLc,Number of Distinct Islands | Simple DFS solution in Python
Pending,Bipartite Graph (DFS),Is Graph Bipartite? - LeetCode,https://youtu.be/tJXPMjy5eEM,Is Graph Bipartite? | Leetcode 785 | Easy 2-Color DFS Solution in Python
Pending,Cycle Detection in Directed Graph (DFS),Directed Graph Cycle | Practice | GeeksforGeeks,https://youtu.be/BrxY15Gz2DY,Detect Cycle in a Directed Graph
,,,,
,,,,
,15.3 Topo Sort based problems,,,
Pending,Topo Sort,Topological sort | Practice | GeeksforGeeks,https://youtu.be/hy7lViJNkzg,Topological Sort in Graph | Simple DFS + Stack Solution in Python
Pending,Kahn's Algorithm,Topological sort | Practice | GeeksforGeeks,https://youtu.be/I5E89BRSQ-o,Topological Sort (Kahn’s Algorithm) – Simple BFS Solution in Python
Pending,Cycle Detection in Directed Graph (BFS),Detect cycle in a directed graph | Practice | GeeksforGeeks,https://youtu.be/ZrwQaFY_4rE,Detect Cycle in a Directed Graph – Kahn's Algorithm (BFS Topological Check) in Python
Pending,Course Schedule - I,Course Schedule - LeetCode,https://youtu.be/q2mquGGPmwI,Course Schedule | Leetcode 207 | Kahn’s Algorithm Walk-through in Python
Pending,Course Schedule - II,Course Schedule II - LeetCode,https://youtu.be/q2mquGGPmwI,
Pending,Find eventual safe states (BFS),Find Eventual Safe States - LeetCode,https://youtu.be/bJLIEOPH4Nc,Find Eventual Safe States | Leetcode 802 | Kahn’s Algorithm (BFS) Solution
Pending,Find eventual safe states (DFS),Find Eventual Safe States - LeetCode,https://youtu.be/-MlOLKzruRY,Find Eventual Safe States | Leetcode 802 | DFS Solution
Pending,Alien dictionary,Alien Dictionary | Practice | GeeksforGeeks,https://youtu.be/YjRRRTI3Bmo,[Do on your own)
,,,,
,,,,
,15.4 Shortest Path related Problems,,,
Pending,Shortest Path in UG with unit weights,Shortest path in Undirected Graph | Practice | GeeksforGeeks,https://youtu.be/dRSEdDT7do0,Shortest Path in an Undirected Graph with Unit Distance – Clear BFS Solution in Python
Pending,Shortest Path in DAG,Shortest path in Directed Acyclic Graph | Practice | GeeksforGeeks,https://youtu.be/b8IB5UJ1p4U,Shortest Path in a Weighted Directed Acyclic Graph | Topological-Sort + Relaxation | Python
Pending,Djisktra's Algorithm [Using Priority Queue],Implementing Dijkstra Algorithm | Practice | GeeksforGeeks,https://youtu.be/f0Xr7Bfg2Zk,Dijkstra’s Algorithm with a Priority Queue
Pending,Djisktra's Algorithm [Using Set],Implementing Dijkstra Algorithm | Practice | GeeksforGeeks,https://youtu.be/2BLYnNwYpMA,Dijkstra’s Algorithm in Python Using a Set
Pending,Why priority Queue is used in Djisktra's Algorithm,Implementing Dijkstra Algorithm | Practice | GeeksforGeeks,https://youtu.be/kb4O-6cbWZg,[Watch Video]
Pending,Print the Shortest Path,Shortest Path in Weighted undirected graph | Practice | GeeksforGeeks,https://youtu.be/laRgnK9uwCE,Printing the Actual Shortest Path with Dijkstra Algorithm
Pending,Shortest path in a binary maze,Shortest Path in Binary Matrix - LeetCode,https://youtu.be/u6iPL2SQ0Fo,Shortest Path in a Binary Matrix | Leetcode 1091 | Dijkstra's Algorithm with Normal Queue (BFS)
Pending,Path with minimum effort,Path With Minimum Effort - LeetCode,https://youtu.be/scW82V_e1FY,Path With Minimum Effort | Leetcode 1631 | Explained
Pending,Cheapest flights within k stops,Cheapest Flights Within K Stops - LeetCode,https://youtu.be/8UJ4iq3LBUw,Cheapest Flights Within K Stops | Leetcode 787 | Easy BFS Approach in Python - Code and Debug - Blog
Pending,Minimum steps to reach end from start by performing multiplication and mod operations with array elements,Minimum Multiplications to reach End | Practice | GeeksforGeeks,https://youtu.be/HSp2KcyvQ6I,https://codeanddebug.in/blog/minimum-multiplications-to-reach-end-python-bfs/
Pending,Number of ways to arrive at destination,Number of Ways to Arrive at Destination - LeetCode,https://youtu.be/7vFSTfY4uGM,https://codeanddebug.in/blog/number-of-ways-to-arrive-at-destination-python/
Pending,Bellman Ford Algorithm,Distance from the Source (Bellman-Ford Algorithm) | Practice | GeeksforGeeks,https://youtu.be/7C_w5RIEyoU,https://codeanddebug.in/blog/bellman-ford-algorithm/
Pending,Floyd Warshal Algorithm,Floyd Warshall | Practice | GeeksforGeeks,https://youtu.be/LULHxlvOhGc,https://codeanddebug.in/blog/floyd-warshall-vs-dijkstra-all-pairs-shortest-paths/
Pending,Find the city with the smallest number of neighbors in a threshold distance,Find the City With the Smallest Number of Neighbors at a Threshold Distance - LeetCode,https://youtu.be/KludkoXzOXY,https://codeanddebug.in/blog/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
,,,,
,,,,
,15.5 Minimum Spanning Tree and Disjoint Set,,,
Pending,Minimum Spanning Tree,Minimum Spanning Tree | Practice | GeeksforGeeks,https://youtu.be/Q-FY2yCRhvk,
Pending,Prim's Algorithm,Minimum Spanning Tree | Practice | GeeksforGeeks,https://youtu.be/T2CNZcsYR7o,
Pending,Disjoint Set [Union by Rank],Disjoint set (Union-Find) | Practice | GeeksforGeeks,https://youtu.be/E__JlsiBTik,
Pending,Disjoint Set [Union by Size],Disjoint set (Union-Find) | Practice | GeeksforGeeks,https://youtu.be/E__JlsiBTik,
Pending,Kruskal's Algorithm,Minimum Spanning Tree | Practice | GeeksforGeeks,https://youtu.be/LdknY_dfTyo,
Pending,Number of Provinces,Number of Provinces | Practice | GeeksforGeeks,https://youtu.be/SOmFfGoaW1w,
Pending,Number of operations to make network connected,Number of Operations to Make Network Connected - LeetCode,https://youtu.be/RiW-WVWxO3k,
,,,,
,,,,
,16. Dynamic Programming,,,
,16.1 Introduction to Dynamic Programming,,,
Pending,Dynamic Programming Introduction,Nth Fibonacci Number | Practice | GeeksforGeeks,https://youtu.be/-CK7HfwqhLs,Nth Fibonacci Number using Dynamic Programming
,,,,
,,,,
,16.2 DP on 1D,,,
Pending,Climbing Stars,Climbing Stairs - LeetCode,https://youtu.be/VB_Qj4VWYRg,Climbing Stairs | Leetcode 70 | Solved using Dynamic Programming
Pending,Frog Jump,Geek Jump | Practice | GeeksforGeeks,https://youtu.be/oz15y1jeJRg,https://codeanddebug.in/blog/frog-jump/
Pending,Maximum sum of non-adjacent elements,House Robber - LeetCode,https://youtu.be/eyRPBmmUAc4,https://codeanddebug.in/blog/house-robber/
Pending,House Robber 2,House Robber II - LeetCode,https://youtu.be/9DXrm35Cvds,House Robber II | Leetcode 213 | All 4 Solutions
,,,,
,,,,
,16.3 DP on 2D/3D or Grids,,,
Pending,Ninja's Training,Geek's Training | Practice | GeeksforGeeks,https://youtu.be/pbIWcpuzvYs,Geek's Training | 2D Dynamic Programming | GFG Practice
Pending,Grid Unique Paths : DP on Grids,Unique Paths - LeetCode,https://youtu.be/dZNV9dDvo4g,Unique Paths | Leetcode 62 | All 4 DP Solutions
Pending,Grid Unique Paths 2,Unique Paths II - LeetCode,https://youtu.be/DBqyiEdYTLI,Unique Paths II | Leetcode 63 | All 4 DP Solutions
Pending,Minimum path sum in Grid,Minimum Path Sum - LeetCode,https://youtu.be/oLGfWUt2gFY,Minimum Path Sum | Leetcode 64 | All 4 DP Solutions
Pending,Minimum path sum in Triangular Grid,Triangle - LeetCode,https://youtu.be/tmEbfHnj5QA,Triangle | Leetcode 120 | All 4 DP Solutions
Pending,Minimum/Maximum Falling Path Sum,Minimum Falling Path Sum - LeetCode,https://youtu.be/cB8jXLNCN9Y,Minimum Falling Path Sum | Leetcode 931 | Variable Starting and Ending Points
Pending,3-d DP : Ninja and his friends,Cherry Pickup II - LeetCode,https://youtu.be/R2wbmFgbQMY,Cherry Pickup II | Leetcode 1463 | Solved using Dynamic Programming
,,,,
,,,,
,16.4 DP on subsequences,,,
Pending,Subset sum equal to target,Subset Sum Problem | Practice | GeeksforGeeks,https://youtu.be/GDG84KrUfUQ,Subset Sum Problem | Solved using Dynamic Programming
Pending,Partition Equal Subset Sum,Partition Equal Subset Sum - LeetCode,https://youtu.be/s57L65SYkHc,Partition Equal Subset Sum | Leetcode 416
Pending,Partition Set Into 2 Subsets With Min Absolute Sum Diff,Minimum sum partition | Practice | GeeksforGeeks,https://youtu.be/hc_PlkbISfM,Minimum sum partition | Solved using Tabulation in Python
Pending,Count Subsets with Sum K,Perfect Sum Problem | Practice | GeeksforGeeks,https://youtu.be/-OdBMAZS4hY,Perfect Sum Problem | All 4 DP Solutions in Python
Pending,Count Partitions with Given Difference,Partitions with Given Difference | Practice | GeeksforGeeks,https://youtu.be/4EaT73nr62w,Partitions with Given Difference | Optimal Solution
Pending,0/1 Knapsack,0 - 1 Knapsack Problem | Practice | GeeksforGeeks,https://youtu.be/pqL1iTVUyes,0 - 1 Knapsack Problem | 5 DP Solutions in Python
,,,,
,,,,
,16.5 DP on Strings,,,
Pending,Longest Common Subsequence,Longest Common Subsequence - LeetCode,https://youtu.be/GLlFa1Lo73c,Longest Common Subsequence | Leetcode 1143 | All DP Approach
Pending,Print Longest Common Subsequence,Print all LCS sequences | Practice | GeeksforGeeks,https://youtu.be/Qv0ZXe2L90I,"Print the Longest Common Subsequence | Build Table, Then Reconstruct"
Pending,Longest Common Substring,Longest Common Substring | Practice | GeeksforGeeks,https://youtu.be/dsARpzWOtxs,Longest Common Substring | Solved using Tabulation
Pending,Longest Palindromic Subsequence,Longest Palindromic Subsequence - LeetCode,https://youtu.be/RXsA5vYlPX8,Longest Palindromic Subsequence | Leetcode 516
Pending,Minimum insertions to make string palindrome,Minimum Insertion Steps to Make a String Palindrome - LeetCode,https://youtu.be/790o950eDMI,Minimum Insertion Steps to Make a String Palindrome | Leetcode 1312
Pending,Minimum Insertions/Deletions to Convert String,Delete Operation for Two Strings - LeetCode,https://youtu.be/ZHUE1OR2ek8,Delete Operation for Two Strings | Leetcode 583
,,,,
,,,,
,16.6 DP on Stocks,,,
Pending,Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock - LeetCode,Already Done in Arrays Section,-
Pending,Buy and Sell Stock - II,Best Time to Buy and Sell Stock II - LeetCode,https://youtu.be/QE6tM6NXMRw,Best Time to Buy and Sell Stock II | Leetcode 122 | Recursion to Tabulation
Pending,Buy and Sell Stocks III,Best Time to Buy and Sell Stock III - LeetCode,https://youtu.be/nKhfbZOz1aQ,Best Time to Buy and Sell Stock III | Leetcode 123 | Dynamic Programming Solution
Pending,Buy and Stock Sell IV,Best Time to Buy and Sell Stock IV - LeetCode,https://youtu.be/JBShufRNGzw,Best Time to Buy and Sell Stock IV | Leetcode 188 | Recursion to Tabulation Approach
,,,,
,,,,
,17. Tries,,,
,17.1 Introduction and Problems,,,
Pending,Implement TRIE | INSERT | SEARCH | STARTSWITH,Implement Trie (Prefix Tree) - LeetCode,https://youtu.be/qKFGIJLE3mA,Implement Trie (Prefix Tree) | Leetcode 208 | Efficient String Data Structure
Pending,Implement Trie - 2 (Prefix Tree),Implement Trie ll - Naukri Code 360,https://youtu.be/9gDAwZzJnZ4,"Implement Trie ll | Full Trie with Insert, Count, and Erase"
Pending,Longest String with All Prefixes,Complete String - Naukri Code 360,https://youtu.be/nTzyGe6s0SU,Complete String – Trie Based Solution
Pending,Number of Distinct Substrings in a String,Count Distinct Substrings - Naukri Code 360,https://youtu.be/f9PKrK0pqOo,Count Distinct Substrings – Brute Force and Trie Approaches
